strategy_id,ticker,return_contribution,abs_share
top10_dropout_mw10p,SHOP,0.046970385313034,0.0425573676534426
top10_dropout_mw10p,TQQQ,0.0469558715820312,0.0425442175338046
top10_dropout_mw10p,NOW,-0.0388880610466003,0.035234403555775
top10_dropout_mw10p,QLD,0.038374263048172,0.03476887851967
top10_dropout_mw10p,UBER,0.0362631320953369,0.0328560950599304
top10_dropout_mw10p,CRM,-0.0359586238861084,0.0325801963691434
top10_dropout_mw10p,NET,0.0239674508571624,0.0217156323297403
top10_dropout_mw10p,PANW,0.0176583766937255,0.0159993158265475
top10_dropout_mw10p,AVGO,0.0100227355957031,0.0090810675875213
top10_dropout_mw10p,GLD,0.0019044637680053,0.001725533316738
top10_dropout_mw10p,NFLX,-0.0015551507472991,0.0014090393695572
top10_dropout_mw10p,TLT,0.0,0.0
top10_dropout_mw10p,SNOW,0.0,0.0
top10_dropout_mw10p,SPY,0.0,0.0
top10_dropout_mw10p,UPRO,0.0,0.0
top10_dropout_mw10p,SOXX,0.0,0.0
top10_dropout_mw10p,SSO,0.0,0.0
top10_dropout_mw10p,AAPL,0.0,0.0
top10_dropout_mw10p,SHY,0.0,0.0
top10_dropout_mw10p,QQQ,0.0,0.0
top10_dropout_mw10p,ORCL,0.0,0.0
top10_dropout_mw10p,MSFT,0.0,0.0
top10_dropout_mw10p,META,0.0,0.0
top10_dropout_mw10p,IWM,0.0,0.0
top10_dropout_mw10p,GOOGL,0.0,0.0
top10_dropout_mw10p,AMZN,0.0,0.0
top10_dropout_mw10p,AMD,0.0,0.0
top10_dropout_mw10p,XLK,0.0,0.0
top5_voltarget15p_w20,PLTR,0.1521698473503731,0.1739867063106324
top5_voltarget15p_w20,NVDA,0.1113422927570354,0.1273056333247565
top5_voltarget15p_w20,INTC,0.1108124576825651,0.1266998348627086
top5_voltarget15p_w20,NET,0.1089707417299922,0.1245940688510616
top5_voltarget15p_w20,MSTR,0.0520939145628453,0.0595627108223863
top5_voltarget15p_w20,SHOP,0.0490117928106447,0.0560386998474721
top5_voltarget15p_w20,MU,0.0432711499031089,0.0494750108579714
top5_voltarget15p_w20,AMD,0.0384898203837699,0.0440081737063236
top5_voltarget15p_w20,QLD,0.03330992060708,0.038085622577713
top5_voltarget15p_w20,ORCL,-0.0261112241256814,0.0298548363060765
top5_voltarget15p_w20,UBER,-0.0239782801917876,0.027416088444623
top5_voltarget15p_w20,CRWD,0.0181846976261975,0.0207918697450749
top5_voltarget15p_w20,SSO,0.0166467555978074,0.0190334302600159
top5_voltarget15p_w20,TSLA,0.0164201685355516,0.0187743570116625
top5_voltarget15p_w20,ADBE,-0.0160050379517004,0.0182997084250292
top5_voltarget15p_w20,TQQQ,0.0153895124640371,0.0175959339643622
top5_voltarget15p_w20,NOW,0.0141771928464082,0.0162098019484619
